term: a, termFreq = 6523, docCount = 2081
term: traced, termFreq = 4, docCount = 4
term: tracer, termFreq = 1, docCount = 1
term: tracers, termFreq = 1, docCount = 1
term: traces, termFreq = 1, docCount = 1
term: tracing, termFreq = 7, docCount = 7
term: track, termFreq = 9, docCount = 9
term: tracker, termFreq = 4, docCount = 1
term: tracking, termFreq = 5, docCount = 2
term: tracks, termFreq = 5, docCount = 3
term: tractable, termFreq = 3, docCount = 3
term: trade, termFreq = 9, docCount = 6
term: trademark, termFreq = 1, docCount = 1
term: trademarks, termFreq = 1, docCount = 1
term: tradeoff, termFreq = 5, docCount = 4
term: tradeoffs, termFreq = 6, docCount = 6
term: traditional, termFreq = 13, docCount = 13
term: traditionally, termFreq = 2, docCount = 2
term: traditions, termFreq = 1, docCount = 1
term: traffic, termFreq = 22, docCount = 12
term: traiger, termFreq = 2, docCount = 2
term: trailers, termFreq = 1, docCount = 1
term: trailing, termFreq = 1, docCount = 1
term: train, termFreq = 1, docCount = 1
term: trained, termFreq = 2, docCount = 2
term: trainee, termFreq = 1, docCount = 1
term: training, termFreq = 17, docCount = 14
term: trajectories, termFreq = 3, docCount = 3
term: trajectory, termFreq = 2, docCount = 2
term: tranemark, termFreq = 1, docCount = 1
term: transaction, termFreq = 15, docCount = 10
term: transactions, termFreq = 7, docCount = 7
term: transcendental, termFreq = 11, docCount = 9
term: transcript, termFreq = 1, docCount = 1
term: transcription, termFreq = 3, docCount = 3
term: transducer, termFreq = 1, docCount = 1
term: transduction, termFreq = 2, docCount = 1
term: transfer, termFreq = 35, docCount = 20
term: transferred, termFreq = 7, docCount = 7
term: transferring, termFreq = 2, docCount = 2
term: transfers, termFreq = 5, docCount = 5
term: transform, termFreq = 48, docCount = 23
term: transformation, termFreq = 80, docCount = 46
term: transformational, termFreq = 18, docCount = 6
term: transformations, termFreq = 45, docCount = 36
term: transformed, termFreq = 10, docCount = 9
term: transformer, termFreq = 1, docCount = 1
term: transforming, termFreq = 6, docCount = 6
term: transforms, termFreq = 16, docCount = 10
term: transient, termFreq = 8, docCount = 4
term: transistors, termFreq = 1, docCount = 1
term: transition, termFreq = 27, docCount = 16
term: transitions, termFreq = 6, docCount = 6
term: transitive, termFreq = 6, docCount = 3
term: transitivity, termFreq = 3, docCount = 2
term: translatable, termFreq = 1, docCount = 1
term: translate, termFreq = 7, docCount = 7
term: translated, termFreq = 9, docCount = 9
term: translates, termFreq = 4, docCount = 4
term: translating, termFreq = 7, docCount = 7
term: translation, termFreq = 68, docCount = 44
term: translations, termFreq = 5, docCount = 5
term: translator, termFreq = 49, docCount = 31
term: translators, termFreq = 5, docCount = 5
term: transliteration, termFreq = 1, docCount = 1
term: transmission, termFreq = 35, docCount = 24
term: transmit, termFreq = 8, docCount = 8
term: transmitted, termFreq = 5, docCount = 4
term: transmitting, termFreq = 6, docCount = 6
term: transparency, termFreq = 4, docCount = 2
term: transparent, termFreq = 3, docCount = 2
term: transplanted, termFreq = 1, docCount = 1
term: transport, termFreq = 4, docCount = 4
term: transportation, termFreq = 8, docCount = 5
term: transpose, termFreq = 7, docCount = 6
term: transposition, termFreq = 14, docCount = 10
term: transput, termFreq = 1, docCount = 1
term: trap, termFreq = 2, docCount = 2
term: trapezoid, termFreq = 7, docCount = 5
term: trapezoidal, termFreq = 7, docCount = 3
term: trapping, termFreq = 1, docCount = 1
term: traps, termFreq = 1, docCount = 1
term: trating, termFreq = 1, docCount = 1
term: traub, termFreq = 8, docCount = 8
term: traveling, termFreq = 5, docCount = 3
term: traversal, termFreq = 10, docCount = 6
term: traversing, termFreq = 1, docCount = 1
term: trdiag, termFreq = 1, docCount = 1
term: treasure, termFreq = 1, docCount = 1
term: treat, termFreq = 2, docCount = 2
term: treated, termFreq = 10, docCount = 10
term: treating, termFreq = 8, docCount = 8
term: treatment, termFreq = 12, docCount = 11
term: treats, termFreq = 6, docCount = 6
term: tree, termFreq = 177, docCount = 84
term: trees, termFreq = 127, docCount = 48
term: treesort, termFreq = 10, docCount = 8
term: trefftz, termFreq = 2, docCount = 1
term: tremendous, termFreq = 2, docCount = 2
term: trend, termFreq = 4, docCount = 4
term: trends, termFreq = 6, docCount = 6
term: tri, termFreq = 1, docCount = 1
term: triad, termFreq = 2, docCount = 2
term: trial, termFreq = 10, docCount = 8
term: trials, termFreq = 3, docCount = 3
term: triangle, termFreq = 2, docCount = 2
term: triangles, termFreq = 1, docCount = 1
term: triangular, termFreq = 11, docCount = 8
term: triangulation, termFreq = 1, docCount = 1
term: trib, termFreq = 3, docCount = 1
term: trick, termFreq = 2, docCount = 2
term: tricks, termFreq = 1, docCount = 1
term: tridiagonal, termFreq = 23, docCount = 13
term: tridiagonalization, termFreq = 1, docCount = 1
term: tridiagonalized, termFreq = 1, docCount = 1
term: tridiagonalizing, termFreq = 1, docCount = 1
term: trie, termFreq = 10, docCount = 3
term: tried, termFreq = 4, docCount = 4
term: tries, termFreq = 1, docCount = 1
term: triga, termFreq = 1, docCount = 1
term: trigamma, termFreq = 1, docCount = 1
term: trigger, termFreq = 1, docCount = 1
term: triggered, termFreq = 1, docCount = 1
term: trigonometric, termFreq = 5, docCount = 4
term: trilling, termFreq = 1, docCount = 1
term: trimble, termFreq = 1, docCount = 1
term: trimming, termFreq = 1, docCount = 1
term: trinities, termFreq = 1, docCount = 1
term: trinomials, termFreq = 1, docCount = 1
term: trip, termFreq = 5, docCount = 5
term: triphase, termFreq = 1, docCount = 1
term: triple, termFreq = 4, docCount = 3
term: tritter, termFreq = 2, docCount = 2
term: trivial, termFreq = 5, docCount = 4
term: troduce, termFreq = 1, docCount = 1
term: troduced, termFreq = 6, docCount = 6
term: troduces, termFreq = 2, docCount = 2
term: troducing, termFreq = 2, docCount = 2
term: troduction, termFreq = 4, docCount = 3
term: troductory, termFreq = 1, docCount = 1
term: trotter, termFreq = 2, docCount = 2
term: trouble, termFreq = 4, docCount = 4
term: troubles, termFreq = 2, docCount = 2
term: troublesome, termFreq = 1, docCount = 1
term: true, termFreq = 13, docCount = 11
term: truly, termFreq = 4, docCount = 3
term: truncate, termFreq = 1, docCount = 1
term: truncated, termFreq = 4, docCount = 4
term: truncation, termFreq = 16, docCount = 14
term: truncations, termFreq = 1, docCount = 1
term: trust, termFreq = 2, docCount = 2
term: truth, termFreq = 3, docCount = 3
term: try, termFreq = 1, docCount = 1
term: trying, termFreq = 1, docCount = 1
term: ts, termFreq = 19, docCount = 11
term: tsao, termFreq = 2, docCount = 2
term: tsar, termFreq = 1, docCount = 1
term: tss, termFreq = 1, docCount = 1
term: tsur, termFreq = 1, docCount = 1
term: tube, termFreq = 5, docCount = 4
term: tubes, termFreq = 1, docCount = 1
term: tucker, termFreq = 7, docCount = 6
term: tuitous, termFreq = 1, docCount = 1
term: tukey, termFreq = 2, docCount = 2
term: tune, termFreq = 1, docCount = 1
term: tuning, termFreq = 1, docCount = 1
term: tuong, termFreq = 1, docCount = 1
term: tuples, termFreq = 7, docCount = 5
term: turing, termFreq = 12, docCount = 6
term: turini, termFreq = 1, docCount = 1
term: turkey, termFreq = 2, docCount = 2
term: turn, termFreq = 7, docCount = 7
term: turnaround, termFreq = 12, docCount = 7
term: turned, termFreq = 2, docCount = 2
term: turner, termFreq = 3, docCount = 3
term: turning, termFreq = 3, docCount = 3
term: turnover, termFreq = 2, docCount = 1
term: turns, termFreq = 6, docCount = 6
term: turski, termFreq = 1, docCount = 1
term: tutor, termFreq = 1, docCount = 1
term: tutorial, termFreq = 17, docCount = 13
term: tutoring, termFreq = 1, docCount = 1
term: tv, termFreq = 6, docCount = 2
term: twelve, termFreq = 5, docCount = 5
term: twenty, termFreq = 2, docCount = 2
term: twice, termFreq = 9, docCount = 8
term: twin, termFreq = 1, docCount = 1
term: twins, termFreq = 1, docCount = 1
term: two, termFreq = 369, docCount = 282
term: twofold, termFreq = 3, docCount = 3
term: tx, termFreq = 3, docCount = 2
term: ty, termFreq = 1, docCount = 1
term: type, termFreq = 112, docCount = 82
term: typed, termFreq = 6, docCount = 5
term: typeless, termFreq = 3, docCount = 2
term: types, termFreq = 103, docCount = 77
term: typeset, termFreq = 2, docCount = 2
term: typesetting, termFreq = 11, docCount = 4
term: typewriter, termFreq = 12, docCount = 6
term: typical, termFreq = 30, docCount = 29
term: typically, termFreq = 8, docCount = 8
term: typified, termFreq = 1, docCount = 1
term: typing, termFreq = 5, docCount = 4
term: typists, termFreq = 1, docCount = 1
term: typographic, termFreq = 1, docCount = 1
term: typographical, termFreq = 1, docCount = 1
term: u, termFreq = 38, docCount = 23
term: ubiquitous, termFreq = 1, docCount = 1
term: ucla, termFreq = 2, docCount = 2
term: ullman, termFreq = 4, docCount = 4
term: ulrich, termFreq = 2, docCount = 2
term: ultimate, termFreq = 3, docCount = 3
term: ultimately, termFreq = 3, docCount = 3
term: ultraviolet, termFreq = 1, docCount = 1
term: unable, termFreq = 2, docCount = 2
term: unaffected, termFreq = 1, docCount = 1
term: unambiguity, termFreq = 1, docCount = 1
term: unambiguous, termFreq = 6, docCount = 5
term: unanticipated, termFreq = 1, docCount = 1
term: unary, termFreq = 2, docCount = 2
term: unassigned, termFreq = 1, docCount = 1
term: unauthorized, termFreq = 1, docCount = 1
term: unavailability, termFreq = 1, docCount = 1
term: unavailable, termFreq = 2, docCount = 2
term: unbalanced, termFreq = 1, docCount = 1
term: unbiased, termFreq = 2, docCount = 2
term: unbounded, termFreq = 3, docCount = 3
term: unbuffered, termFreq = 1, docCount = 1
term: uncertain, termFreq = 1, docCount = 1
term: uncertainly, termFreq = 1, docCount = 1
term: uncertainty, termFreq = 1, docCount = 1
term: unchanged, termFreq = 1, docCount = 1
term: uncharged, termFreq = 1, docCount = 1
term: uncircumventably, termFreq = 1, docCount = 1
term: uncl, termFreq = 1, docCount = 1
term: uncol, termFreq = 2, docCount = 2
term: uncompiled, termFreq = 1, docCount = 1
term: uncondensed, termFreq = 2, docCount = 1
term: unconditional, termFreq = 1, docCount = 1
term: unconditionally, termFreq = 1, docCount = 1
term: unconstraining, termFreq = 1, docCount = 1
term: unconventional, termFreq = 6, docCount = 4
term: uncovered, termFreq = 1, docCount = 1
term: under, termFreq = 107, docCount = 97
term: underflow, termFreq = 1, docCount = 1
term: undergoing, termFreq = 1, docCount = 1
term: undergone, termFreq = 1, docCount = 1
term: undergraduate, termFreq = 23, docCount = 11
term: undergraduates, termFreq = 1, docCount = 1
term: underlie, termFreq = 1, docCount = 1
term: underline, termFreq = 1, docCount = 1
term: underlined, termFreq = 1, docCount = 1
term: underlying, termFreq = 19, docCount = 18
term: underscores, termFreq = 1, docCount = 1
term: understand, termFreq = 10, docCount = 9
term: understandable, termFreq = 1, docCount = 1
term: understandably, termFreq = 1, docCount = 1
term: understander, termFreq = 1, docCount = 1
term: understanding, termFreq = 25, docCount = 19
term: understood, termFreq = 6, docCount = 6
term: undertaken, termFreq = 4, docCount = 4
term: underthe, termFreq = 1, docCount = 1
term: underuse, termFreq = 1, docCount = 1
term: underwhich, termFreq = 1, docCount = 1
term: undetected, termFreq = 1, docCount = 1
term: undirected, termFreq = 8, docCount = 7
term: undue, termFreq = 2, docCount = 2
term: undulation, termFreq = 1, docCount = 1
term: unduplicated, termFreq = 1, docCount = 1
term: unearthing, termFreq = 1, docCount = 1
term: unemployment, termFreq = 1, docCount = 1
term: unequal, termFreq = 2, docCount = 2
term: unequally, termFreq = 1, docCount = 1
term: unethical, termFreq = 1, docCount = 1
term: unexamined, termFreq = 1, docCount = 1
term: unexpected, termFreq = 1, docCount = 1
term: unfair, termFreq = 1, docCount = 1
term: unfamiliar, termFreq = 3, docCount = 3
term: unfavorable, termFreq = 1, docCount = 1
term: unfeasible, termFreq = 1, docCount = 1
term: unfolded, termFreq = 1, docCount = 1
term: unformatted, termFreq = 2, docCount = 1
term: unfortunately, termFreq = 4, docCount = 4
term: unfounded, termFreq = 1, docCount = 1
term: unger, termFreq = 3, docCount = 3
term: ungrammatical, termFreq = 1, docCount = 1
term: unidentified, termFreq = 1, docCount = 1
term: unidirectional, termFreq = 1, docCount = 1
term: unified, termFreq = 6, docCount = 6
term: unifies, termFreq = 2, docCount = 2
term: uniform, termFreq = 35, docCount = 28
term: uniformity, termFreq = 1, docCount = 1
term: uniformly, termFreq = 8, docCount = 8
term: unifying, termFreq = 4, docCount = 3
term: unimodal, termFreq = 2, docCount = 2
term: unimpeded, termFreq = 1, docCount = 1
term: unimplemented, termFreq = 1, docCount = 1
term: uninitiated, termFreq = 1, docCount = 1
term: uninterruptable, termFreq = 1, docCount = 1
term: union, termFreq = 11, docCount = 9
term: unions, termFreq = 2, docCount = 2
term: uniprocessor, termFreq = 1, docCount = 1
term: unique, termFreq = 15, docCount = 15
term: uniquely, termFreq = 3, docCount = 3
term: uniqueness, termFreq = 2, docCount = 2
term: unit, termFreq = 28, docCount = 22
term: unitary, termFreq = 5, docCount = 3
term: united, termFreq = 13, docCount = 12
term: uniting, termFreq = 1, docCount = 1
term: units, termFreq = 21, docCount = 15
term: unity, termFreq = 2, docCount = 2
term: univac, termFreq = 12, docCount = 10
term: univariate, termFreq = 2, docCount = 2
term: universal, termFreq = 4, docCount = 3
term: universally, termFreq = 1, docCount = 1
term: universities, termFreq = 25, docCount = 17
term: university, termFreq = 63, docCount = 46
term: unix, termFreq = 3, docCount = 2
term: unknown, termFreq = 10, docCount = 7
term: unknowns, termFreq = 3, docCount = 3
term: unless, termFreq = 3, docCount = 3
term: unlike, termFreq = 7, docCount = 7
term: unlikely, termFreq = 2, docCount = 2
term: unlock, termFreq = 1, docCount = 1
term: unnecessarily, termFreq = 4, docCount = 4
term: unnecessary, termFreq = 7, docCount = 7
term: unobvious, termFreq = 1, docCount = 1
term: unordered, termFreq = 1, docCount = 1
term: unorthodox, termFreq = 1, docCount = 1
term: unpacked, termFreq = 1, docCount = 1
term: unprofitable, termFreq = 1, docCount = 1
term: unpublished, termFreq = 1, docCount = 1
term: unquestionably, termFreq = 1, docCount = 1
term: unreachable, termFreq = 1, docCount = 1
term: unrealistic, termFreq = 1, docCount = 1
term: unrecorded, termFreq = 1, docCount = 1
term: unrelated, termFreq = 1, docCount = 1
term: unreliability, termFreq = 1, docCount = 1
term: unreliable, termFreq = 5, docCount = 5
term: unrestricted, termFreq = 6, docCount = 6
term: unrestrictive, termFreq = 1, docCount = 1
term: unsanitized, termFreq = 1, docCount = 1
term: unsatisfactory, termFreq = 3, docCount = 3
term: unseen, termFreq = 1, docCount = 1
term: unsigned, termFreq = 3, docCount = 2
term: unsolvability, termFreq = 1, docCount = 1
term: unsolved, termFreq = 1, docCount = 1
term: unsophisticated, termFreq = 2, docCount = 1
term: unsorted, termFreq = 1, docCount = 1
term: unspecified, termFreq = 1, docCount = 1
term: unstable, termFreq = 6, docCount = 5
term: unstructured, termFreq = 1, docCount = 1
term: unsuccessful, termFreq = 2, docCount = 2
term: unsupervised, termFreq = 1, docCount = 1
term: untaa, termFreq = 1, docCount = 1
term: untenable, termFreq = 1, docCount = 1
term: until, termFreq = 9, docCount = 8
term: untold, termFreq = 1, docCount = 1
term: unused, termFreq = 1, docCount = 1
term: unusual, termFreq = 8, docCount = 8
term: unwanted, termFreq = 2, docCount = 2
term: unweighted, termFreq = 1, docCount = 1
term: unwelcome, termFreq = 1, docCount = 1
term: up, termFreq = 80, docCount = 65
term: update, termFreq = 14, docCount = 10
term: updated, termFreq = 4, docCount = 4
term: updates, termFreq = 3, docCount = 3
term: updating, termFreq = 21, docCount = 15
